SG_UE,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDUCACAO
73210,0.5710000000000001,0.7,0.461
5479,0.5710000000000001,0.785,0.502
20575,0.5710000000000001,0.715,0.5760000000000001
7676,0.5710000000000001,0.7090000000000001,0.524
13552,0.5710000000000001,0.765,0.526
10456,0.5710000000000001,0.7240000000000001,0.462
90182,0.5710000000000001,0.804,0.467
42005,0.5710000000000001,0.759,0.462
14974,0.5710000000000001,0.773,0.58
10006,0.5720000000000001,0.752,0.446
38130,0.5720000000000001,0.73,0.5529999999999999
30678,0.5720000000000001,0.7909999999999999,0.508
39837,0.5720000000000001,0.765,0.525
15016,0.5720000000000001,0.723,0.628
32352,0.5720000000000001,0.7559999999999999,0.47100000000000003
8532,0.5720000000000001,0.723,0.473
94099,0.5720000000000001,0.799,0.511
4120,0.5720000000000001,0.757,0.405
38296,0.5720000000000001,0.764,0.532
8877,0.5720000000000001,0.757,0.442
12610,0.5720000000000001,0.701,0.43799999999999994
73563,0.5720000000000001,0.76,0.547
37672,0.5720000000000001,0.779,0.503
16047,0.5720000000000001,0.727,0.45399999999999996
42226,0.5720000000000001,0.7440000000000001,0.397
25275,0.5720000000000001,0.767,0.444
47198,0.5720000000000001,0.789,0.44799999999999995
15938,0.5720000000000001,0.757,0.541
33111,0.573,0.733,0.47100000000000003
20370,0.573,0.768,0.47100000000000003
36498,0.573,0.741,0.49
50652,0.573,0.787,0.46799999999999997
15890,0.573,0.752,0.586
13315,0.573,0.7829999999999999,0.48200000000000004
10693,0.573,0.758,0.45
33316,0.573,0.7390000000000001,0.491
42536,0.573,0.8059999999999999,0.565
19232,0.573,0.779,0.503
41882,0.573,0.82,0.546
51012,0.573,0.807,0.479
19917,0.573,0.769,0.47600000000000003
30996,0.573,0.7090000000000001,0.513
37990,0.573,0.708,0.462
38571,0.573,0.7859999999999999,0.504
4456,0.573,0.747,0.385
16535,0.573,0.754,0.518
27774,0.573,0.715,0.434
4561,0.573,0.792,0.43700000000000006
31739,0.573,0.728,0.474
39675,0.573,0.737,0.479
16160,0.573,0.774,0.529
31038,0.573,0.747,0.452
4162,0.574,0.7609999999999999,0.467
18473,0.574,0.747,0.518
10634,0.574,0.741,0.527
13412,0.574,0.753,0.5479999999999999
96792,0.574,0.779,0.48200000000000004
36250,0.574,0.7609999999999999,0.491
21490,0.574,0.754,0.542
19631,0.574,0.759,0.523
92584,0.574,0.78,0.47100000000000003
19097,0.574,0.795,0.462
10090,0.574,0.75,0.49700000000000005
16020,0.574,0.773,0.521
20036,0.574,0.7659999999999999,0.47
10871,0.574,0.753,0.38
30775,0.574,0.7859999999999999,0.503
3085,0.574,0.7979999999999999,0.519
28657,0.574,0.755,0.434
15555,0.574,0.77,0.537
93211,0.574,0.76,0.508
18511,0.574,0.794,0.449
15997,0.574,0.738,0.602
19577,0.575,0.7979999999999999,0.46299999999999997
42242,0.575,0.804,0.49
23175,0.575,0.748,0.45399999999999996
24414,0.575,0.7659999999999999,0.51
19534,0.575,0.794,0.496
98574,0.575,0.728,0.545
27839,0.575,0.742,0.457
41262,0.575,0.795,0.47100000000000003
31879,0.575,0.7020000000000001,0.505
34851,0.575,0.792,0.48100000000000004
4243,0.575,0.784,0.546
43753,0.575,0.8079999999999999,0.57
37567,0.575,0.738,0.501
45292,0.575,0.7929999999999999,0.527
37036,0.575,0.7440000000000001,0.43799999999999994
38474,0.575,0.7290000000000001,0.561
31852,0.575,0.7709999999999999,0.5539999999999999
51039,0.575,0.8009999999999999,0.474
92045,0.575,0.713,0.601
5070,0.575,0.727,0.43799999999999994
39470,0.575,0.758,0.54
40703,0.575,0.813,0.546
19402,0.575,0.787,0.491
24155,0.575,0.758,0.43799999999999994
14370,0.575,0.735,0.5589999999999999
11657,0.575,0.77,0.478
52051,0.575,0.772,0.42700000000000005
2151,0.5760000000000001,0.777,0.455
6068,0.5760000000000001,0.76,0.5660000000000001
33650,0.5760000000000001,0.7440000000000001,0.508
36757,0.5760000000000001,0.7709999999999999,0.483
35211,0.5760000000000001,0.763,0.536
14516,0.5760000000000001,0.778,0.515
31372,0.5760000000000001,0.748,0.512
21032,0.5760000000000001,0.758,0.498
95915,0.5760000000000001,0.83,0.445
19054,0.5760000000000001,0.797,0.43
41319,0.5760000000000001,0.799,0.455
20311,0.5760000000000001,0.7290000000000001,0.581
73075,0.5760000000000001,0.773,0.612
8265,0.5760000000000001,0.732,0.486
14036,0.5760000000000001,0.736,0.61
73598,0.5760000000000001,0.797,0.518
34436,0.5770000000000001,0.736,0.435
20494,0.5770000000000001,0.7979999999999999,0.47600000000000003
36196,0.5770000000000001,0.7959999999999999,0.433
40606,0.5770000000000001,0.795,0.551
18910,0.5770000000000001,0.7709999999999999,0.552
40142,0.5770000000000001,0.802,0.489
33014,0.5770000000000001,0.746,0.51
45110,0.5770000000000001,0.7440000000000001,0.462
35475,0.5770000000000001,0.7440000000000001,0.545
17671,0.5770000000000001,0.7190000000000001,0.48200000000000004
30694,0.5770000000000001,0.6990000000000001,0.451
19895,0.5770000000000001,0.754,0.47600000000000003
33677,0.5770000000000001,0.7709999999999999,0.48
31356,0.5770000000000001,0.774,0.43
17930,0.5770000000000001,0.7879999999999999,0.435
20737,0.5770000000000001,0.7340000000000001,0.469
37117,0.5770000000000001,0.747,0.519
8389,0.5770000000000001,0.735,0.523
4200,0.5770000000000001,0.8,0.27899999999999997
19976,0.578,0.794,0.452
1570,0.578,0.77,0.456
44334,0.578,0.8109999999999999,0.46399999999999997
7293,0.578,0.743,0.484
4936,0.578,0.757,0.375
17558,0.578,0.77,0.507
10367,0.578,0.7,0.43799999999999994
18651,0.578,0.787,0.46799999999999997
10200,0.578,0.778,0.55
8192,0.578,0.705,0.48100000000000004
53236,0.578,0.7759999999999999,0.5479999999999999
21512,0.578,0.7959999999999999,0.489
93556,0.578,0.792,0.522
43893,0.578,0.784,0.5429999999999999
34657,0.578,0.805,0.479
23833,0.578,0.76,0.515
17337,0.578,0.7559999999999999,0.557
22373,0.578,0.78,0.501
16110,0.578,0.7390000000000001,0.568
21652,0.578,0.779,0.523
73164,0.578,0.7979999999999999,0.47
16675,0.578,0.765,0.546
24970,0.578,0.773,0.419
73091,0.578,0.738,0.377
33596,0.578,0.784,0.5529999999999999
19526,0.578,0.797,0.49700000000000005
93181,0.578,0.816,0.488
16799,0.578,0.723,0.429
34312,0.578,0.743,0.48100000000000004
8010,0.578,0.747,0.536
28371,0.578,0.7709999999999999,0.509
33952,0.579,0.752,0.406
41963,0.579,0.799,0.43200000000000005
8699,0.579,0.7709999999999999,0.579
28398,0.579,0.703,0.465
18694,0.579,0.728,0.522
38237,0.579,0.773,0.574
51497,0.579,0.7929999999999999,0.48700000000000004
34754,0.579,0.695,0.47700000000000004
10731,0.579,0.769,0.49700000000000005
16128,0.579,0.73,0.516
45551,0.579,0.7909999999999999,0.48200000000000004
42544,0.579,0.785,0.555
28592,0.579,0.77,0.46299999999999997
4014,0.579,0.7979999999999999,0.537
11258,0.579,0.782,0.5329999999999999
42129,0.579,0.812,0.667
10154,0.579,0.7809999999999999,0.527
31097,0.579,0.773,0.434
20931,0.579,0.755,0.46299999999999997
8290,0.579,0.731,0.56
4634,0.579,0.743,0.49
31917,0.579,0.7490000000000001,0.49700000000000005
32417,0.579,0.775,0.49200000000000005
95370,0.579,0.733,0.521
14699,0.579,0.754,0.552
1090,0.58,0.77,0.546
17230,0.58,0.7390000000000001,0.507
35670,0.58,0.7709999999999999,0.562
37796,0.58,0.727,0.47
32034,0.58,0.711,0.48
38350,0.58,0.767,0.498
5258,0.58,0.7929999999999999,0.488
19240,0.58,0.71,0.485
33359,0.58,0.741,0.498
24376,0.58,0.77,0.48
11193,0.58,0.7170000000000001,0.494
14397,0.58,0.76,0.5429999999999999
19739,0.58,0.733,0.488
41297,0.58,0.816,0.524
2577,0.58,0.747,0.456
28576,0.58,0.77,0.47700000000000004
17477,0.58,0.772,0.5379999999999999
74527,0.58,0.812,0.536
25399,0.581,0.784,0.44
18031,0.581,0.754,0.547
23590,0.581,0.773,0.539
39616,0.581,0.7070000000000001,0.462
18210,0.581,0.779,0.547
37451,0.581,0.7609999999999999,0.531
31151,0.581,0.7709999999999999,0.49200000000000005
74985,0.581,0.79,0.436
31658,0.581,0.757,0.544
39624,0.581,0.753,0.461
24074,0.581,0.807,0.46
23515,0.581,0.7340000000000001,0.41700000000000004
39330,0.581,0.7,0.474
39411,0.581,0.759,0.447
16098,0.581,0.779,0.491
14257,0.581,0.758,0.642
40223,0.581,0.802,0.47100000000000003
27952,0.581,0.7509999999999999,0.48700000000000004
31275,0.581,0.7909999999999999,0.442
23914,0.581,0.713,0.527
23051,0.581,0.76,0.47
13285,0.581,0.754,0.588
3069,0.581,0.8029999999999999,0.509
40428,0.581,0.7490000000000001,0.45
23183,0.581,0.705,0.52
14915,0.5820000000000001,0.7929999999999999,0.557
36897,0.5820000000000001,0.775,0.531
44857,0.5820000000000001,0.804,0.526
27430,0.5820000000000001,0.757,0.457
19461,0.5820000000000001,0.753,0.512
11754,0.5820000000000001,0.7140000000000001,0.498
5517,0.5820000000000001,0.752,0.47100000000000003
92401,0.5820000000000001,0.7909999999999999,0.628
30813,0.5820000000000001,0.77,0.48
41181,0.5820000000000001,0.804,0.5
41734,0.5820000000000001,0.8009999999999999,0.523
37133,0.5820000000000001,0.7929999999999999,0.518
49239,0.5820000000000001,0.789,0.45899999999999996
16730,0.5820000000000001,0.768,0.575
52698,0.5820000000000001,0.7490000000000001,0.41700000000000004
73180,0.5820000000000001,0.762,0.544
7730,0.5820000000000001,0.759,0.545
16772,0.5820000000000001,0.732,0.523
38792,0.5820000000000001,0.769,0.583
17736,0.5820000000000001,0.721,0.522
17493,0.5820000000000001,0.764,0.506
10677,0.583,0.762,0.488
40207,0.583,0.7959999999999999,0.42
16497,0.583,0.738,0.47600000000000003
19720,0.583,0.733,0.467
4022,0.583,0.7759999999999999,0.45
25615,0.583,0.7559999999999999,0.469
93599,0.583,0.799,0.457
18937,0.583,0.789,0.607
35432,0.583,0.731,0.484
17175,0.583,0.7879999999999999,0.489
73539,0.583,0.758,0.584
19674,0.583,0.7659999999999999,0.45299999999999996
9253,0.583,0.7490000000000001,0.521
5576,0.583,0.76,0.525
52531,0.583,0.8079999999999999,0.493
38032,0.583,0.7979999999999999,0.474
41033,0.583,0.8109999999999999,0.45399999999999996
38458,0.583,0.77,0.505
9652,0.583,0.723,0.51
15911,0.583,0.76,0.602
39918,0.583,0.778,0.474
23280,0.583,0.745,0.479
13480,0.583,0.768,0.5479999999999999
14176,0.583,0.762,0.532
16330,0.583,0.743,0.46
17191,0.583,0.755,0.49200000000000005
50474,0.584,0.809,0.515
19453,0.584,0.762,0.47700000000000004
18490,0.584,0.7440000000000001,0.555
25259,0.584,0.79,0.46299999999999997
19356,0.584,0.728,0.44
13536,0.584,0.769,0.556
41165,0.584,0.8109999999999999,0.556
1120,0.584,0.8079999999999999,0.466
94838,0.584,0.792,0.5760000000000001
40444,0.584,0.799,0.501
39497,0.584,0.71,0.424
21954,0.584,0.7809999999999999,0.514
95699,0.584,0.765,0.415
38776,0.584,0.742,0.449
33618,0.585,0.705,0.465
25674,0.585,0.736,0.522
13994,0.585,0.7240000000000001,0.598
7315,0.585,0.763,0.498
38652,0.585,0.7759999999999999,0.496
13439,0.585,0.778,0.5710000000000001
8095,0.585,0.785,0.573
14877,0.585,0.754,0.524
4006,0.585,0.743,0.40399999999999997
23698,0.585,0.738,0.47200000000000003
20796,0.585,0.7559999999999999,0.45299999999999996
16357,0.585,0.722,0.49200000000000005
50156,0.585,0.799,0.461
21130,0.585,0.764,0.518
94056,0.585,0.7979999999999999,0.491
54330,0.585,0.797,0.488
15679,0.585,0.773,0.56
23418,0.585,0.7040000000000001,0.433
25330,0.586,0.757,0.418
21776,0.586,0.82,0.513
35696,0.586,0.7659999999999999,0.516
73040,0.586,0.81,0.522
19704,0.586,0.794,0.5670000000000001
19135,0.586,0.782,0.49
16080,0.586,0.769,0.539
48534,0.586,0.799,0.49200000000000005
92509,0.586,0.785,0.584
40193,0.586,0.8079999999999999,0.45799999999999996
1554,0.586,0.767,0.373
36536,0.586,0.747,0.446
37010,0.586,0.69,0.47200000000000003
51411,0.586,0.846,0.45299999999999996
51110,0.586,0.7979999999999999,0.52
42188,0.586,0.807,0.655
33260,0.586,0.731,0.474
27790,0.586,0.7140000000000001,0.45399999999999996
10618,0.586,0.713,0.434
39454,0.586,0.7879999999999999,0.452
35459,0.586,0.78,0.435
73270,0.586,0.823,0.46299999999999997
52833,0.586,0.787,0.568
95532,0.5870000000000001,0.779,0.531
27154,0.5870000000000001,0.764,0.46399999999999997
40460,0.5870000000000001,0.809,0.425
49875,0.5870000000000001,0.794,0.555
75850,0.5870000000000001,0.792,0.434
21199,0.5870000000000001,0.747,0.461
92371,0.5870000000000001,0.805,0.5529999999999999
11916,0.5870000000000001,0.742,0.52
14559,0.5870000000000001,0.7879999999999999,0.618
6122,0.5870000000000001,0.7809999999999999,0.517
7196,0.5870000000000001,0.764,0.546
15490,0.5870000000000001,0.775,0.6459999999999999
16233,0.5870000000000001,0.725,0.523
23612,0.5870000000000001,0.753,0.439
13692,0.5870000000000001,0.7929999999999999,0.578
36919,0.5870000000000001,0.7929999999999999,0.491
31771,0.5870000000000001,0.7809999999999999,0.442
34673,0.5870000000000001,0.752,0.517
35912,0.5870000000000001,0.809,0.501
95214,0.588,0.777,0.461
43079,0.588,0.799,0.46
32239,0.588,0.789,0.486
10650,0.588,0.7809999999999999,0.515
24139,0.588,0.775,0.5379999999999999
5932,0.588,0.743,0.473
24996,0.588,0.7440000000000001,0.55
36390,0.588,0.762,0.48200000000000004
16950,0.588,0.727,0.542
38970,0.588,0.7609999999999999,0.5720000000000001
42285,0.588,0.7929999999999999,0.52
18538,0.588,0.787,0.493
73415,0.588,0.795,0.501
38270,0.588,0.755,0.5589999999999999
35378,0.588,0.6970000000000001,0.461
93130,0.588,0.7390000000000001,0.478
18090,0.588,0.737,0.518
36170,0.589,0.75,0.436
92487,0.589,0.8059999999999999,0.518
16659,0.589,0.787,0.536
39250,0.589,0.752,0.473
95516,0.589,0.82,0.455
2690,0.589,0.8,0.605
40380,0.589,0.794,0.5770000000000001
92592,0.589,0.792,0.568
40436,0.589,0.7979999999999999,0.441
17655,0.589,0.7879999999999999,0.537
7609,0.589,0.764,0.552
35114,0.589,0.74,0.469
37397,0.589,0.787,0.48
24090,0.589,0.787,0.519
41564,0.589,0.795,0.51
26336,0.589,0.764,0.564
51519,0.589,0.804,0.49200000000000005
34576,0.589,0.7440000000000001,0.496
51314,0.589,0.8170000000000001,0.469
31712,0.589,0.772,0.5820000000000001
4332,0.589,0.755,0.486
73482,0.59,0.8140000000000001,0.49700000000000005
4600,0.59,0.7659999999999999,0.435
16276,0.59,0.718,0.534
96113,0.59,0.802,0.49700000000000005
10073,0.59,0.767,0.512
35050,0.59,0.777,0.527
37273,0.59,0.789,0.518
15032,0.59,0.742,0.551
31798,0.59,0.7809999999999999,0.511
98434,0.59,0.785,0.493
44199,0.59,0.7559999999999999,0.524
28851,0.59,0.764,0.462
17094,0.59,0.792,0.469
43354,0.59,0.782,0.43
34550,0.59,0.7120000000000001,0.47700000000000004
18872,0.59,0.792,0.506
19941,0.59,0.7959999999999999,0.5820000000000001
34452,0.591,0.774,0.504
19933,0.591,0.797,0.5
11096,0.591,0.7809999999999999,0.512
33391,0.591,0.754,0.439
27456,0.591,0.769,0.541
18350,0.591,0.75,0.508
31895,0.591,0.75,0.456
5339,0.591,0.774,0.478
11290,0.591,0.7390000000000001,0.40399999999999997
32174,0.591,0.7659999999999999,0.52
38636,0.5920000000000001,0.758,0.516
15296,0.5920000000000001,0.789,0.5670000000000001
73393,0.5920000000000001,0.794,0.47100000000000003
21555,0.5920000000000001,0.797,0.474
43257,0.5920000000000001,0.75,0.43700000000000006
15270,0.5920000000000001,0.775,0.624
5851,0.5920000000000001,0.809,0.536
26050,0.5920000000000001,0.769,0.519
20397,0.5920000000000001,0.727,0.536
94676,0.5920000000000001,0.816,0.48100000000000004
22217,0.5920000000000001,0.762,0.46799999999999997
13757,0.5920000000000001,0.753,0.5529999999999999
69612,0.5920000000000001,0.797,0.5529999999999999
19518,0.5920000000000001,0.763,0.496
40932,0.5920000000000001,0.813,0.423
8184,0.5920000000000001,0.7440000000000001,0.527
51616,0.593,0.765,0.507
1457,0.593,0.81,0.456
47457,0.593,0.773,0.556
73520,0.593,0.726,0.605
12050,0.593,0.775,0.455
1023,0.593,0.7709999999999999,0.418
40568,0.593,0.8390000000000001,0.555
21270,0.593,0.736,0.55
46418,0.593,0.787,0.564
25593,0.593,0.789,0.446
96970,0.593,0.7909999999999999,0.588
50431,0.593,0.7959999999999999,0.585
1511,0.593,0.7859999999999999,0.517
42617,0.593,0.807,0.5329999999999999
45098,0.593,0.815,0.542
73016,0.593,0.792,0.511
75388,0.593,0.813,0.547
19216,0.593,0.7559999999999999,0.467
49670,0.593,0.7909999999999999,0.521
53090,0.594,0.812,0.5329999999999999
40118,0.594,0.799,0.40299999999999997
41688,0.594,0.7559999999999999,0.473
35998,0.594,0.807,0.413
35319,0.594,0.754,0.594
4405,0.594,0.792,0.451
10405,0.594,0.758,0.39299999999999996
90018,0.594,0.816,0.51
5630,0.594,0.768,0.516
13188,0.594,0.7879999999999999,0.61
2437,0.594,0.792,0.594
5797,0.594,0.7929999999999999,0.447
16454,0.594,0.7859999999999999,0.556
11010,0.594,0.727,0.46
21911,0.594,0.755,0.461
24031,0.594,0.7809999999999999,0.5429999999999999
4286,0.594,0.763,0.392
94951,0.594,0.812,0.529
53210,0.595,0.802,0.37799999999999995
40096,0.595,0.8440000000000001,0.451
5312,0.595,0.764,0.47100000000000003
23213,0.595,0.785,0.467
7579,0.595,0.753,0.5429999999999999
93050,0.595,0.8079999999999999,0.415
38091,0.595,0.754,0.545
40410,0.595,0.828,0.483
15733,0.595,0.769,0.594
39519,0.595,0.7659999999999999,0.469
36153,0.595,0.713,0.45399999999999996
92576,0.595,0.733,0.5660000000000001
25356,0.595,0.711,0.516
46930,0.595,0.807,0.496
92720,0.595,0.826,0.546
61948,0.595,0.816,0.594
18295,0.595,0.782,0.512
18252,0.595,0.767,0.58
73288,0.595,0.736,0.506
27006,0.595,0.767,0.486
52213,0.595,0.804,0.542
5592,0.596,0.7979999999999999,0.424
42323,0.596,0.799,0.493
31810,0.596,0.792,0.429
35173,0.596,0.6990000000000001,0.46399999999999997
21296,0.596,0.745,0.506
49735,0.596,0.797,0.518
45314,0.596,0.797,0.513
43990,0.596,0.805,0.525
11550,0.596,0.767,0.47200000000000003
10332,0.596,0.758,0.507
13498,0.596,0.768,0.5920000000000001
31259,0.596,0.7659999999999999,0.51
91979,0.596,0.7609999999999999,0.498
48399,0.596,0.794,0.622
39373,0.596,0.7120000000000001,0.45799999999999996
34258,0.596,0.7959999999999999,0.434
54313,0.596,0.795,0.483
14214,0.597,0.733,0.632
25178,0.597,0.7509999999999999,0.506
39551,0.597,0.706,0.48700000000000004
42366,0.597,0.7659999999999999,0.49
11878,0.597,0.7040000000000001,0.473
21750,0.597,0.774,0.534
15059,0.597,0.746,0.581
18236,0.597,0.7609999999999999,0.564
73032,0.597,0.764,0.429
40738,0.597,0.76,0.33899999999999997
42307,0.597,0.764,0.5529999999999999
21792,0.597,0.769,0.424
3077,0.597,0.809,0.509
98655,0.597,0.8029999999999999,0.324
5398,0.598,0.753,0.561
22110,0.598,0.77,0.537
75183,0.598,0.792,0.527
36439,0.598,0.7390000000000001,0.474
22233,0.598,0.772,0.506
61980,0.598,0.799,0.5770000000000001
24538,0.598,0.7040000000000001,0.494
10839,0.598,0.754,0.498
41823,0.598,0.816,0.515
90310,0.598,0.82,0.44
92240,0.598,0.805,0.49700000000000005
20214,0.598,0.767,0.526
73601,0.598,0.775,0.62
37370,0.598,0.7709999999999999,0.513
35033,0.598,0.795,0.531
44750,0.599,0.7909999999999999,0.594
38334,0.599,0.7040000000000001,0.515
18414,0.599,0.748,0.508
24759,0.599,0.758,0.503
16519,0.599,0.774,0.505
42030,0.599,0.804,0.48700000000000004
5053,0.599,0.778,0.52
54054,0.599,0.815,0.531
49697,0.599,0.813,0.507
27472,0.599,0.774,0.494
17850,0.599,0.768,0.513
31992,0.599,0.698,0.499
73130,0.6,0.784,0.5429999999999999
44016,0.6,0.807,0.5920000000000001
21474,0.6,0.72,0.514
74802,0.6,0.79,0.47700000000000004
10030,0.6,0.763,0.569
52590,0.6,0.765,0.43200000000000005
48356,0.6,0.802,0.528
34070,0.6,0.807,0.51
91219,0.6,0.82,0.529
96997,0.6,0.8170000000000001,0.541
3000,0.6,0.7909999999999999,0.5489999999999999
36730,0.6,0.736,0.493
17132,0.6,0.7240000000000001,0.484
7536,0.6,0.802,0.529
3034,0.601,0.78,0.518
73237,0.601,0.7909999999999999,0.425
17639,0.601,0.773,0.518
23990,0.601,0.763,0.45299999999999996
88420,0.601,0.8009999999999999,0.49200000000000005
4049,0.601,0.777,0.43700000000000006
25810,0.601,0.752,0.51
43290,0.601,0.799,0.625
19321,0.601,0.738,0.51
7722,0.601,0.764,0.545
47350,0.601,0.8079999999999999,0.617
36471,0.601,0.769,0.48200000000000004
38822,0.601,0.784,0.555
1015,0.601,0.794,0.39799999999999996
38806,0.601,0.757,0.575
35653,0.601,0.78,0.5479999999999999
25712,0.602,0.769,0.5539999999999999
41548,0.602,0.8,0.539
26115,0.602,0.768,0.455
16594,0.602,0.748,0.621
26239,0.602,0.728,0.45
38911,0.602,0.735,0.522
98477,0.602,0.769,0.505
36072,0.602,0.821,0.516
54399,0.602,0.795,0.49700000000000005
53252,0.602,0.7759999999999999,0.375
28339,0.602,0.774,0.536
40967,0.602,0.779,0.64
42439,0.602,0.797,0.568
4367,0.602,0.763,0.5579999999999999
35092,0.602,0.785,0.49200000000000005
22276,0.602,0.765,0.534
41769,0.602,0.8,0.511
1007,0.603,0.772,0.439
50636,0.603,0.7959999999999999,0.483
32212,0.603,0.731,0.5710000000000001
7935,0.603,0.754,0.49700000000000005
50610,0.603,0.804,0.521
44431,0.603,0.812,0.495
736,0.603,0.777,0.44299999999999995
19224,0.603,0.773,0.43799999999999994
23892,0.603,0.8029999999999999,0.44299999999999995
40126,0.603,0.723,0.515
41874,0.603,0.768,0.524
53198,0.603,0.8009999999999999,0.521
41360,0.603,0.7440000000000001,0.529
73555,0.603,0.7979999999999999,0.555
92436,0.604,0.7929999999999999,0.525
73350,0.604,0.804,0.48200000000000004
75019,0.604,0.797,0.391
40860,0.604,0.805,0.475
25194,0.604,0.755,0.531
92860,0.604,0.815,0.563
86860,0.604,0.8220000000000001,0.465
23264,0.604,0.775,0.573
33936,0.604,0.772,0.495
701,0.604,0.8,0.485
37737,0.604,0.7759999999999999,0.496
42420,0.604,0.799,0.557
2534,0.604,0.795,0.48100000000000004
48194,0.604,0.789,0.61
46558,0.605,0.823,0.513
5770,0.605,0.8,0.408
74268,0.605,0.777,0.479
45330,0.605,0.8079999999999999,0.5720000000000001
40304,0.605,0.7809999999999999,0.479
47112,0.605,0.797,0.552
41351,0.605,0.7959999999999999,0.495
39985,0.605,0.748,0.555
61786,0.605,0.775,0.613
92681,0.605,0.8140000000000001,0.539
14958,0.605,0.779,0.652
3158,0.605,0.7879999999999999,0.574
5738,0.606,0.7879999999999999,0.457
92002,0.606,0.748,0.573
34630,0.606,0.7659999999999999,0.5479999999999999
18570,0.606,0.787,0.556
37435,0.606,0.7909999999999999,0.429
515,0.606,0.799,0.527
2259,0.606,0.78,0.425
40762,0.606,0.7979999999999999,0.504
16152,0.606,0.7559999999999999,0.53
5975,0.606,0.763,0.502
88110,0.606,0.792,0.523
45870,0.606,0.8340000000000001,0.56
44270,0.607,0.802,0.536
36951,0.607,0.782,0.466
41203,0.607,0.812,0.498
47090,0.607,0.794,0.451
39535,0.607,0.758,0.507
13218,0.607,0.742,0.624
39438,0.607,0.767,0.49
98590,0.607,0.8059999999999999,0.41700000000000004
40894,0.607,0.815,0.57
42153,0.607,0.831,0.46399999999999997
47775,0.607,0.7829999999999999,0.552
24015,0.607,0.706,0.489
98353,0.607,0.799,0.47600000000000003
20419,0.607,0.742,0.517
92061,0.608,0.7959999999999999,0.5770000000000001
744,0.608,0.753,0.442
36374,0.608,0.7659999999999999,0.48700000000000004
17213,0.608,0.779,0.565
51810,0.608,0.8009999999999999,0.557
40657,0.608,0.823,0.5770000000000001
23370,0.608,0.752,0.48700000000000004
94692,0.608,0.8079999999999999,0.489
37710,0.608,0.782,0.56
13196,0.608,0.7879999999999999,0.55
42382,0.608,0.773,0.539
34118,0.608,0.768,0.419
40649,0.608,0.8,0.473
24899,0.608,0.789,0.604
31313,0.608,0.731,0.5429999999999999
35394,0.608,0.789,0.47600000000000003
45152,0.608,0.807,0.55
42978,0.608,0.823,0.555
14931,0.609,0.7879999999999999,0.596
48011,0.609,0.7809999999999999,0.488
31470,0.609,0.7759999999999999,0.5670000000000001
6076,0.609,0.758,0.449
32476,0.609,0.7020000000000001,0.40399999999999997
35416,0.609,0.764,0.524
36110,0.609,0.759,0.466
33219,0.609,0.81,0.6
56502,0.609,0.821,0.48100000000000004
51896,0.609,0.779,0.47200000000000003
75248,0.609,0.792,0.447
47830,0.609,0.768,0.505
5754,0.609,0.7979999999999999,0.42
42579,0.609,0.809,0.47100000000000003
44512,0.61,0.8190000000000001,0.48200000000000004
17698,0.61,0.789,0.5579999999999999
94498,0.61,0.816,0.494
10111,0.61,0.737,0.555
2836,0.61,0.777,0.47600000000000003
96954,0.61,0.8009999999999999,0.596
6025,0.61,0.777,0.5539999999999999
42560,0.61,0.79,0.475
32190,0.61,0.769,0.49
4430,0.61,0.794,0.58
40983,0.61,0.809,0.455
40070,0.61,0.823,0.499
48976,0.61,0.779,0.527
24872,0.61,0.805,0.564
33154,0.611,0.7709999999999999,0.47600000000000003
23310,0.611,0.784,0.5529999999999999
10278,0.611,0.7290000000000001,0.514
16195,0.611,0.747,0.5710000000000001
52817,0.611,0.785,0.501
16756,0.611,0.775,0.56
73334,0.611,0.7390000000000001,0.461
48577,0.611,0.8109999999999999,0.578
47031,0.611,0.82,0.568
53538,0.611,0.805,0.51
7382,0.611,0.774,0.586
73202,0.611,0.7959999999999999,0.446
22390,0.612,0.797,0.528
48496,0.612,0.8190000000000001,0.5479999999999999
45438,0.612,0.8440000000000001,0.545
25119,0.612,0.782,0.545
26174,0.612,0.7490000000000001,0.557
90093,0.612,0.784,0.541
28711,0.612,0.77,0.514
44610,0.612,0.821,0.512
42463,0.612,0.7929999999999999,0.602
41718,0.612,0.813,0.568
52710,0.612,0.823,0.562
12157,0.613,0.767,0.525
31690,0.613,0.775,0.515
9199,0.613,0.726,0.522
36870,0.613,0.775,0.51
46779,0.613,0.8109999999999999,0.496
32310,0.613,0.778,0.5429999999999999
94170,0.613,0.8420000000000001,0.531
90042,0.613,0.8029999999999999,0.561
47295,0.613,0.797,0.506
17418,0.613,0.784,0.545
13374,0.613,0.8170000000000001,0.637
43834,0.613,0.8109999999999999,0.493
44652,0.613,0.8290000000000001,0.49
41130,0.613,0.823,0.48200000000000004
24430,0.613,0.774,0.499
46655,0.613,0.787,0.516
20079,0.613,0.7390000000000001,0.491
50377,0.614,0.799,0.5
18830,0.614,0.723,0.591
9377,0.614,0.768,0.579
24236,0.614,0.779,0.5760000000000001
47619,0.614,0.795,0.511
92614,0.614,0.8190000000000001,0.5579999999999999
74586,0.614,0.833,0.517
96857,0.614,0.7929999999999999,0.619
96636,0.614,0.765,0.535
93351,0.614,0.815,0.5579999999999999
25739,0.614,0.7929999999999999,0.5710000000000001
42412,0.614,0.836,0.473
